,BUILDERS,SIZE,PROPERTY_TYPE,PROPERTY_ADDRESS,CITY,AREA,RATE_SQFT,PRICE,CONSTRUCTION_STATUS,LISTED_BY
186,GHR InfraBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,2451 ,"9,900", 2.42 Cr,Ready to move,BUILDER
187,GHR InfraBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1941 ,"9,904", 1.92 Cr,Ready to move,BUILDER
188,GHR InfraBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1992 ,"9,900", 1.97 Cr,Ready to move,BUILDER
189,Risinia BuildersBUILDER0,3 BHK,Apartment,Bachupally,Hyderabad,2000 ,"6,500", 1.3 Cr,Under Construction,BUILDER
190,Risinia BuildersBUILDER0,3 BHK,Apartment,Bachupally,Hyderabad,1900 ,"6,500", 1.23 Cr,Under Construction,BUILDER
191,Risinia BuildersBUILDER0,2 BHK,Apartment,Bachupally,Hyderabad,1445 ,"6,500", 93.92 L,Under Construction,BUILDER
192,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,2175 ,"7,000", 1.52 Cr,Ready to move,BUILDER
193,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,1945 ,"7,000", 1.36 Cr,Ready to move,BUILDER
194,Aavasa ConstructionsBUILDER0,2 BHK,Apartment,LB,Hyderabad,1195 ,"7,000", 83.65 L,Ready to move,BUILDER
195,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,1685 ,"7,000", 1.17 Cr,Ready to move,BUILDER
196,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,1755 ,"7,000", 1.22 Cr,Ready to move,BUILDER
197,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,2530 ,"7,000", 1.77 Cr,Ready to move,BUILDER
198,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,2465 ,"7,000", 1.72 Cr,Ready to move,BUILDER
199,Aavasa ConstructionsBUILDER0,3 BHK,Apartment,LB,Hyderabad,2065 ,"7,000", 1.44 Cr,Ready to move,BUILDER
200,GHR InfraBUILDER0,2 BHK,Apartment,Kollur,Hyderabad,1295 ,"5,999", 77.68 L,Under Construction,BUILDER
201,GHR InfraBUILDER0,2 BHK,Apartment,Kollur,Hyderabad,1195 ,"5,999", 71.68 L,Under Construction,BUILDER
202,GHR InfraBUILDER0,2 BHK,Apartment,Kollur,Hyderabad,1195 ,"5,999", 71.68 L,Under Construction,BUILDER
203,GHR InfraBUILDER0,3 BHK,Apartment,Kollur,Hyderabad,1625 ,"5,999", 97.48 L,Under Construction,BUILDER
204,GHR InfraBUILDER0,3 BHK,Apartment,Kollur,Hyderabad,1625 ,"5,999", 97.48 L,Under Construction,BUILDER
205,GHR InfraBUILDER0,3 BHK,Apartment,Kollur,Hyderabad,1430 ,"5,999", 85.78 L,Under Construction,BUILDER
206,GHR InfraBUILDER0,3 BHK,Apartment,Kollur,Hyderabad,1430 ,"5,999", 85.78 L,Under Construction,BUILDER
207,Theme Ambience InfrastructuresBUILDER0,3 BHK,Apartment,Attapur,Hyderabad,1845 ,"7,499", 1.38 Cr,Under Construction,BUILDER
208,Theme Ambience InfrastructuresBUILDER0,3 BHK,Apartment,Attapur,Hyderabad,2250 ,"7,499", 1.68 Cr,Under Construction,BUILDER
209,Theme Ambience InfrastructuresBUILDER0,3 BHK,Apartment,Attapur,Hyderabad,2075 ,"7,499", 1.55 Cr,Under Construction,BUILDER
210,GK Builders DevelopersBUILDER0,2 BHK,Apartment,Yapral,Hyderabad,1180 ,"5,407", 63.8 L,Ready to move,BUILDER
211,GK Builders DevelopersBUILDER0,3 BHK,Apartment,Yapral,Hyderabad,1750 ,"5,400", 94.5 L,Ready to move,BUILDER
212,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1711 ,"7,600", 1.3 Cr,Under Construction,BUILDER
213,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1940 ,"7,600", 1.47 Cr,Under Construction,BUILDER
214,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1940 ,"7,600", 1.47 Cr,Under Construction,BUILDER
215,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1985 ,"7,600", 1.5 Cr,Under Construction,BUILDER
216,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1985 ,"7,600", 1.5 Cr,Under Construction,BUILDER
217,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1620 ,"7,600", 1.23 Cr,Under Construction,BUILDER
218,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1620 ,"7,600", 1.23 Cr,Under Construction,BUILDER
219,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,2060 ,"7,600", 1.56 Cr,Under Construction,BUILDER
220,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,2060 ,"7,600", 1.56 Cr,Under Construction,BUILDER
221,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1688 ,"7,600", 1.28 Cr,Under Construction,BUILDER
222,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1688 ,"7,600", 1.28 Cr,Under Construction,BUILDER
223,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1590 ,"7,600", 1.2 Cr,Under Construction,BUILDER
224,Candeur Developers And BuildersBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1590 ,"7,600", 1.2 Cr,Under Construction,BUILDER
225,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,4945 ,"7,299", 3.6 Cr,Under Construction,AGENT
226,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,5467 ,"7,299", 3.99 Cr,Under Construction,AGENT
227,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,5962 ,"7,299", 4.35 Cr,Under Construction,AGENT
228,M KartheekAGENT0,4 BHK,Independent,Tellapur,Hyderabad,3569 ,"7,299", 2.6 Cr,Under Construction,AGENT
229,M KartheekAGENT0,3 BHK,Apartment,Tellapur,Hyderabad,1687 ,"7,299", 1.23 Cr,Under Construction,AGENT
230,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,5783 ,"7,299", 4.22 Cr,Under Construction,AGENT
231,M KartheekAGENT0,3 BHK,Apartment,Tellapur,Hyderabad,2132 ,"7,299", 1.55 Cr,Under Construction,AGENT
232,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,6374 ,"7,299", 4.65 Cr,Under Construction,AGENT
233,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,6371 ,"7,299", 4.65 Cr,Under Construction,AGENT
234,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,7674 ,"7,299", 5.6 Cr,Under Construction,AGENT
235,M KartheekAGENT0,4 BHK,Independent,Tellapur,Hyderabad,5036 ,"7,299", 3.67 Cr,Under Construction,AGENT
236,M KartheekAGENT0,3 BHK,Apartment,Tellapur,Hyderabad,1874 ,"7,299", 1.36 Cr,Under Construction,AGENT
237,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,5303 ,"7,299", 3.87 Cr,Under Construction,AGENT
238,M KartheekAGENT0,3 BHK,Apartment,Tellapur,Hyderabad,2191 ,"7,299", 1.59 Cr,Under Construction,AGENT
239,M KartheekAGENT0,4 BHK,Independent,Tellapur,Hyderabad,3942 ,"7,299", 2.87 Cr,Under Construction,AGENT
240,M KartheekAGENT0,3 BHK,Apartment,Tellapur,Hyderabad,2208 ,"7,299", 1.61 Cr,Under Construction,AGENT
241,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,4945 ,"7,299", 3.6 Cr,Under Construction,AGENT
242,M KartheekAGENT0,5 BHK,Apartment,Tellapur,Hyderabad,5467 ,"7,299", 3.99 Cr,Under Construction,AGENT
243,Merlion BuildersBUILDER0,3 BHK,Apartment,Nizampet,Hyderabad,1620 ,"6,000", 97.2 L,Ready to move,BUILDER
244,Merlion BuildersBUILDER0,2 BHK,Apartment,Nizampet,Hyderabad,1275 ,"6,001", 76.52 L,Ready to move,BUILDER
245,Merlion BuildersBUILDER0,3 BHK,Apartment,Nizampet,Hyderabad,1853 ,"6,000", 1.11 Cr,Ready to move,BUILDER
246,BSCPL Infrastructure LtdBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,2290 ,"13,587", 3.11 Cr,Ready to move,BUILDER
247,BSCPL Infrastructure LtdBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1840 ,"12,500", 2.3 Cr,Ready to move,BUILDER
248,BSCPL Infrastructure LtdBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1840 ,"12,500", 2.3 Cr,Ready to move,BUILDER
249,BSCPL Infrastructure LtdBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1855 ,"13,587", 2.52 Cr,Ready to move,BUILDER
250,BSCPL Infrastructure LtdBUILDER0,3 BHK,Apartment,Kondapur,Hyderabad,1855 ,"13,587", 2.52 Cr,Ready to move,BUILDER
251,BSCPL Infrastructure LtdBUILDER0,4 BHK,Apartment,Kondapur,Hyderabad,3350 ,"13,587", 4.55 Cr,Ready to move,BUILDER
252,BSCPL Infrastructure LtdBUILDER0,4 BHK,Apartment,Kondapur,Hyderabad,3350 ,"13,587", 4.55 Cr,Ready to move,BUILDER
253,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,2040 ,"9,000", 1.83 Cr,Under Construction,BUILDER
254,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,2040 ,"9,000", 1.83 Cr,Under Construction,BUILDER
255,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,2540 ,"9,000", 2.28 Cr,Under Construction,BUILDER
256,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,2540 ,"9,000", 2.28 Cr,Under Construction,BUILDER
257,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,1765 ,"9,000", 1.58 Cr,Under Construction,BUILDER
258,Hallmark BuildersBUILDER0,3 BHK,Apartment,Gandipet,Hyderabad,1765 ,"9,000", 1.58 Cr,Under Construction,BUILDER
259,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1995 ,"8,002", 1.59 Cr,Ready to move,BUILDER
260,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1910 ,"7,999", 1.52 Cr,Ready to move,BUILDER
261,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1650 ,"7,999", 1.31 Cr,Ready to move,BUILDER
262,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1250 ,"7,999", 99.98 L,Ready to move,BUILDER
263,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1686 ,"8,003", 1.34 Cr,Ready to move,BUILDER
264,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1885 ,"7,999", 1.5 Cr,Ready to move,BUILDER
265,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1600 ,"8,003", 1.27 Cr,Ready to move,BUILDER
266,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1750 ,"7,999", 1.39 Cr,Ready to move,BUILDER
267,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1210 ,"7,999", 96.78 L,Ready to move,BUILDER
268,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1190 ,"8,005", 95.18 L,Ready to move,BUILDER
269,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1845 ,"8,003", 1.47 Cr,Ready to move,BUILDER
270,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1717 ,"7,999", 1.37 Cr,Ready to move,BUILDER
271,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1345 ,"8,004", 1.07 Cr,Ready to move,BUILDER
272,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1853 ,"7,999", 1.48 Cr,Ready to move,BUILDER
273,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1930 ,"8,003", 1.54 Cr,Ready to move,BUILDER
274,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1845 ,"7,999", 1.47 Cr,Ready to move,BUILDER
275,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1910 ,"8,002", 1.52 Cr,Ready to move,BUILDER
276,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1825 ,"7,999", 1.45 Cr,Ready to move,BUILDER
277,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1818 ,"7,999", 1.45 Cr,Ready to move,BUILDER
278,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1687 ,"7,999", 1.34 Cr,Ready to move,BUILDER
279,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1955 ,"7,999", 1.56 Cr,Ready to move,BUILDER
280,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1290 ,"7,999", 1.03 Cr,Ready to move,BUILDER
281,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1225 ,"7,999", 97.99 L,Ready to move,BUILDER
282,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1655 ,"8,003", 1.32 Cr,Ready to move,BUILDER
283,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,2050 ,"7,999", 1.63 Cr,Ready to move,BUILDER
284,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,2047 ,"7,999", 1.63 Cr,Ready to move,BUILDER
285,Hallmark BuildersBUILDER0,2 BHK,Apartment,Manchirevula,Hyderabad,1255 ,"7,999", 1 Cr,Ready to move,BUILDER
286,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,2063 ,"7,999", 1.65 Cr,Ready to move,BUILDER
287,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1528 ,"7,999", 1.22 Cr,Ready to move,BUILDER
288,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,2228 ,"7,999", 1.78 Cr,Ready to move,BUILDER
289,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1930 ,"7,999", 1.54 Cr,Ready to move,BUILDER
290,Hallmark BuildersBUILDER0,3 BHK,Apartment,Manchirevula,Hyderabad,1528 ,"8,003", 1.22 Cr,Ready to move,BUILDER
291,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1885 ,"5,803", 1.09 Cr,Under Construction,BUILDER
292,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1885 ,"5,803", 1.09 Cr,Under Construction,BUILDER
293,Hallmark BuildersBUILDER0,2 BHK,Apartment,Patighanpur,Hyderabad,1285 ,"5,800", 74.53 L,Under Construction,BUILDER
294,Hallmark BuildersBUILDER0,2 BHK,Apartment,Patighanpur,Hyderabad,1285 ,"5,800", 74.53 L,Under Construction,BUILDER
295,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1585 ,"5,800", 91.93 L,Under Construction,BUILDER
296,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1585 ,"5,800", 91.93 L,Under Construction,BUILDER
297,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1700 ,"5,800", 98.6 L,Under Construction,BUILDER
298,Hallmark BuildersBUILDER0,3 BHK,Apartment,Patighanpur,Hyderabad,1700 ,"5,800", 98.6 L,Under Construction,BUILDER
299,Ashoka Builders India Private LimitedBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1210 ,"4,999", 60.48 L,Under Construction,BUILDER
300,Ashoka Builders India Private LimitedBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1210 ,"4,999", 60.48 L,Under Construction,BUILDER
301,Ashoka Builders India Private LimitedBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1210 ,"4,999", 60.48 L,Under Construction,BUILDER
302,Ashoka Builders India Private LimitedBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1210 ,"4,999", 60.48 L,Under Construction,BUILDER
303,Ashoka Builders India Private LimitedBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1475 ,"4,999", 73.73 L,Under Construction,BUILDER
304,Ashoka Builders India Private LimitedBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1475 ,"4,999", 73.73 L,Under Construction,BUILDER
305,Vajra Builders And DevelopersBUILDER0,5 BHK,Villa,Dundigal,Hyderabad,2624 ,"6,500", 1.7 Cr,Under Construction,BUILDER
306,Vajra Builders And DevelopersBUILDER0,5 BHK,Villa,Dundigal,Hyderabad,3209 ,"6,500", 2.08 Cr,Under Construction,BUILDER
307,Vajra Builders And DevelopersBUILDER0,5 BHK,Villa,Dundigal,Hyderabad,3209 ,"6,500", 2.08 Cr,Under Construction,BUILDER
308,Vajra Builders And DevelopersBUILDER0,5 BHK,Villa,Dundigal,Hyderabad,2675 ,"6,500", 1.73 Cr,Under Construction,BUILDER
309,Vajra Builders And DevelopersBUILDER0,5 BHK,Villa,Dundigal,Hyderabad,2675 ,"6,500", 1.73 Cr,Under Construction,BUILDER
310,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1975 ,"5,950", 1.17 Cr,Under Construction,BUILDER
311,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1910 ,"5,950", 1.13 Cr,Under Construction,BUILDER
312,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1910 ,"5,950", 1.13 Cr,Under Construction,BUILDER
313,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2040 ,"5,950", 1.21 Cr,Under Construction,BUILDER
314,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2040 ,"5,950", 1.21 Cr,Under Construction,BUILDER
315,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,2910 ,"5,950", 1.73 Cr,Under Construction,BUILDER
316,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,2910 ,"5,950", 1.73 Cr,Under Construction,BUILDER
317,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1980 ,"5,950", 1.17 Cr,Under Construction,BUILDER
318,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1980 ,"5,950", 1.17 Cr,Under Construction,BUILDER
319,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2030 ,"5,950", 1.2 Cr,Under Construction,BUILDER
320,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2030 ,"5,950", 1.2 Cr,Under Construction,BUILDER
321,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1830 ,"5,950", 1.08 Cr,Under Construction,BUILDER
322,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1830 ,"5,950", 1.08 Cr,Under Construction,BUILDER
323,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2080 ,"5,950", 1.23 Cr,Under Construction,BUILDER
324,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2080 ,"5,950", 1.23 Cr,Under Construction,BUILDER
325,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2495 ,"5,950", 1.48 Cr,Under Construction,BUILDER
326,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2495 ,"5,950", 1.48 Cr,Under Construction,BUILDER
327,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,3030 ,"5,950", 1.8 Cr,Under Construction,BUILDER
328,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,3030 ,"5,950", 1.8 Cr,Under Construction,BUILDER
329,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1915 ,"5,950", 1.13 Cr,Under Construction,BUILDER
330,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1915 ,"5,950", 1.13 Cr,Under Construction,BUILDER
331,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2590 ,"5,950", 1.54 Cr,Under Construction,BUILDER
332,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2590 ,"5,950", 1.54 Cr,Under Construction,BUILDER
333,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,3150 ,"5,950", 1.87 Cr,Under Construction,BUILDER
334,Riddhi GroupBUILDER0,4 BHK,Apartment,Jeedimetla,Hyderabad,3150 ,"5,950", 1.87 Cr,Under Construction,BUILDER
335,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2200 ,"5,950", 1.3 Cr,Under Construction,BUILDER
336,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,2200 ,"5,950", 1.3 Cr,Under Construction,BUILDER
337,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1865 ,"5,950", 1.1 Cr,Under Construction,BUILDER
338,Riddhi GroupBUILDER0,3 BHK,Apartment,Jeedimetla,Hyderabad,1865 ,"5,950", 1.1 Cr,Under Construction,BUILDER
339,Risinia BuildersBUILDER0,3 BHK,Apartment,Pragathi,Hyderabad,1843 ,"5,599", 1.03 Cr,Under Construction,BUILDER
340,Risinia BuildersBUILDER0,3 BHK,Apartment,Pragathi,Hyderabad,1711 ,"5,599", 95.79 L,Under Construction,BUILDER
341,Risinia BuildersBUILDER0,3 BHK,Apartment,Pragathi,Hyderabad,1960 ,"5,599", 1.09 Cr,Under Construction,BUILDER
342,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1510 ,"5,055", 76.33 L,Under Construction,BUILDER
343,Maram Infra Projects PvtLtdBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1305 ,"5,055", 65.96 L,Under Construction,BUILDER
344,Maram Infra Projects PvtLtdBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1305 ,"5,055", 65.96 L,Under Construction,BUILDER
345,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1710 ,"5,055", 86.44 L,Under Construction,BUILDER
346,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2315 ,"5,055", 1.17 Cr,Under Construction,BUILDER
347,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1710 ,"5,055", 86.44 L,Under Construction,BUILDER
348,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2315 ,"5,055", 1.17 Cr,Under Construction,BUILDER
349,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2314 ,"5,055", 1.16 Cr,Under Construction,BUILDER
350,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2314 ,"5,055", 1.16 Cr,Under Construction,BUILDER
351,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2115 ,"5,055", 1.06 Cr,Under Construction,BUILDER
352,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,2115 ,"5,055", 1.06 Cr,Under Construction,BUILDER
353,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1915 ,"5,055", 96.8 L,Under Construction,BUILDER
354,Maram Infra Projects PvtLtdBUILDER0,3 BHK,Apartment,Pocharam,Hyderabad,1915 ,"5,055", 96.8 L,Under Construction,BUILDER
355,Maram Infra Projects PvtLtdBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1170 ,"5,055", 59.14 L,Under Construction,BUILDER
356,Maram Infra Projects PvtLtdBUILDER0,2 BHK,Apartment,Pocharam,Hyderabad,1170 ,"5,055", 59.14 L,Under Construction,BUILDER
357,Anuhar Homes Pvt LtdBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1932 ,"6,500", 1.25 Cr,Ready to move,BUILDER
358,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1551 ,"6,500", 1 Cr,Ready to move,BUILDER
359,Anuhar Homes Pvt LtdBUILDER0,3 BHK,Apartment,Miyapur,Hyderabad,1676 ,"6,500", 1.08 Cr,Ready to move,BUILDER
360,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1449 ,"6,500", 94.18 L,Ready to move,BUILDER
361,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1449 ,"6,500", 94.18 L,Ready to move,BUILDER
362,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1365 ,"6,500", 88.72 L,Ready to move,BUILDER
363,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1365 ,"6,500", 88.72 L,Ready to move,BUILDER
364,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1296 ,"6,500", 84.24 L,Ready to move,BUILDER
365,Anuhar Homes Pvt LtdBUILDER0,2 BHK,Apartment,Miyapur,Hyderabad,1296 ,"6,500", 84.24 L,Ready to move,BUILDER
366,Salarpuria SattvaBUILDER0,3 BHK,Apartment,Kokapet,Hyderabad,2744 ,"12,250", 3.36 Cr,Under Construction,BUILDER
367,Salarpuria SattvaBUILDER0,3 BHK,Apartment,Kokapet,Hyderabad,2744 ,"12,250", 3.36 Cr,Under Construction,BUILDER
368,Salarpuria SattvaBUILDER0,3 BHK,Apartment,Kokapet,Hyderabad,2152 ,"12,333", 2.65 Cr,Under Construction,BUILDER
369,Salarpuria SattvaBUILDER0,3 BHK,Apartment,Kokapet,Hyderabad,2152 ,"12,333", 2.65 Cr,Under Construction,BUILDER
370,Salarpuria SattvaBUILDER0,5 BHK,Apartment,Kokapet,Hyderabad,5472 ,"13,745", 7.52 Cr,Under Construction,BUILDER
371,Salarpuria SattvaBUILDER0,5 BHK,Apartment,Kokapet,Hyderabad,5472 ,"13,745", 7.52 Cr,Under Construction,BUILDER
372,Salarpuria SattvaBUILDER0,4 BHK,Apartment,Kokapet,Hyderabad,3036 ,"12,353", 3.75 Cr,Under Construction,BUILDER
373,Salarpuria SattvaBUILDER0,4 BHK,Apartment,Kokapet,Hyderabad,3036 ,"12,353", 3.75 Cr,Under Construction,BUILDER
374,Salarpuria SattvaBUILDER0,5 BHK,Apartment,Kokapet,Hyderabad,5266 ,"13,757", 7.24 Cr,Under Construction,BUILDER
